headerdatestamp|headeridentifier|headersetSpec|metadata.mods.accessCondition#text|metadata.mods.accessCondition@type|metadata.mods.accessCondition@xlink:href|metadata.mods.identifier#text|metadata.mods.identifier@type|metadata.mods.language.languageTerm#text|metadata.mods.language.languageTerm@authority|metadata.mods.language.languageTerm@type|metadata.mods.location.physicalLocation.0#text|metadata.mods.location.physicalLocation.0@displayLabel|metadata.mods.location.physicalLocation.1#text|metadata.mods.location.physicalLocation.1@displayLabel|metadata.mods.location.physicalLocation.2#text|metadata.mods.location.physicalLocation.2@displayLabel|metadata.mods.location.physicalLocation.3#text|metadata.mods.location.physicalLocation.3@displayLabel|metadata.mods.location.physicalLocation.4#text|metadata.mods.location.physicalLocation.4@displayLabel|metadata.mods.location.url.0#text|metadata.mods.location.url.0@access|metadata.mods.location.url.0@usage|metadata.mods.location.url.1#text|metadata.mods.location.url.1@access|metadata.mods.name.role.roleTerm#text|metadata.mods.name.role.roleTerm@authority|metadata.mods.name.role.roleTerm@valueURI|metadata.mods.namenamePart|metadata.mods.note#text|metadata.mods.note@displayLabel|metadata.mods.originInfo.dateCreated#text|metadata.mods.originInfo.dateCreated@encoding|metadata.mods.originInfo.dateCreated@keyDate|metadata.mods.originInfo.dateCreated@point|metadata.mods.recordInfo.languageOfCataloging.languageTerm#text|metadata.mods.recordInfo.languageOfCataloging.languageTerm@authority|metadata.mods.recordInfo.languageOfCataloging.languageTerm@type|metadata.mods.recordInfo.recordContentSource#text|metadata.mods.recordInfo.recordContentSource@valueURI|metadata.mods.relatedItem.0.titleInfotitle|metadata.mods.relatedItem.0@displayLabel|metadata.mods.relatedItem.0@type|metadata.mods.relatedItem.1.titleInfotitle|metadata.mods.relatedItem.1@displayLabel|metadata.mods.relatedItem.1@type|metadata.mods.relatedItem.titleInfotitle|metadata.mods.relatedItem@displayLabel|metadata.mods.relatedItem@type|metadata.mods.subject.0@authority|metadata.mods.subject.0topic|metadata.mods.subject.10.name.role.roleTerm#text|metadata.mods.subject.10.name.role.roleTerm@authority|metadata.mods.subject.10.name.role.roleTerm@valueURI|metadata.mods.subject.10.namenamePart|metadata.mods.subject.10@authority|metadata.mods.subject.11.name.role.roleTerm#text|metadata.mods.subject.11.name.role.roleTerm@authority|metadata.mods.subject.11.name.role.roleTerm@valueURI|metadata.mods.subject.11.namenamePart|metadata.mods.subject.11@authority|metadata.mods.subject.12.name.role.roleTerm#text|metadata.mods.subject.12.name.role.roleTerm@authority|metadata.mods.subject.12.name.role.roleTerm@valueURI|metadata.mods.subject.12.namenamePart|metadata.mods.subject.12@authority|metadata.mods.subject.1@authority|metadata.mods.subject.1topic|metadata.mods.subject.2.name.role.roleTerm#text|metadata.mods.subject.2.name.role.roleTerm@authority|metadata.mods.subject.2.name.role.roleTerm@valueURI|metadata.mods.subject.2.namenamePart|metadata.mods.subject.2@authority|metadata.mods.subject.2geographic|metadata.mods.subject.2topic|metadata.mods.subject.3.name.role.roleTerm#text|metadata.mods.subject.3.name.role.roleTerm@authority|metadata.mods.subject.3.name.role.roleTerm@valueURI|metadata.mods.subject.3.namenamePart|metadata.mods.subject.3@authority|metadata.mods.subject.3geographic|metadata.mods.subject.3topic|metadata.mods.subject.4.name.role.roleTerm#text|metadata.mods.subject.4.name.role.roleTerm@authority|metadata.mods.subject.4.name.role.roleTerm@valueURI|metadata.mods.subject.4.namenamePart|metadata.mods.subject.4@authority|metadata.mods.subject.4geographic|metadata.mods.subject.4topic|metadata.mods.subject.5.name.role.roleTerm#text|metadata.mods.subject.5.name.role.roleTerm@authority|metadata.mods.subject.5.name.role.roleTerm@valueURI|metadata.mods.subject.5.namenamePart|metadata.mods.subject.5@authority|metadata.mods.subject.5geographic|metadata.mods.subject.5topic|metadata.mods.subject.6.name.role.roleTerm#text|metadata.mods.subject.6.name.role.roleTerm@authority|metadata.mods.subject.6.name.role.roleTerm@valueURI|metadata.mods.subject.6.namenamePart|metadata.mods.subject.6@authority|metadata.mods.subject.6geographic|metadata.mods.subject.6topic|metadata.mods.subject.7.name.role.roleTerm#text|metadata.mods.subject.7.name.role.roleTerm@authority|metadata.mods.subject.7.name.role.roleTerm@valueURI|metadata.mods.subject.7.namenamePart|metadata.mods.subject.7@authority|metadata.mods.subject.7geographic|metadata.mods.subject.7topic|metadata.mods.subject.8.name.role.roleTerm#text|metadata.mods.subject.8.name.role.roleTerm@authority|metadata.mods.subject.8.name.role.roleTerm@valueURI|metadata.mods.subject.8.namenamePart|metadata.mods.subject.8@authority|metadata.mods.subject.9.name.role.roleTerm#text|metadata.mods.subject.9.name.role.roleTerm@authority|metadata.mods.subject.9.name.role.roleTerm@valueURI|metadata.mods.subject.9.namenamePart|metadata.mods.subject.9@authority|metadata.mods.titleInfotitle|metadata.mods@version|metadata.mods@xmlns|metadata.mods@xmlns:xlink|metadata.mods@xmlns:xsi|metadata.mods@xsi:schemaLocation|metadata.modsabstract|metadata.modsgenre|metadata.modstypeOfResource
2019-11-18T04:00:18Z|arrsimple_32|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:aai0089|local|eng|iso639-2b|code|Archives Collection|Collection|Arrowmont School of Arts and Crafts|Repository|Box 68, Folder photo album 1.|Detailed Location|Gatlinburg|City|Tennessee|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A32|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A32/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Burton, Emily|Arrowmont Simple Images|Project Part|1919|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Teachers.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|School children.|    |    |    |    |local|    |Families.|    |    |    |    |local|    |Food.|    |    |    |    |local|    |Founding of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1909-1927.|    |    |    |    |local|Gatlinburg, Tennessee.|    |Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Sturley, Ruth.|local|    |    |Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Burton, Emily.|local|    |    |    |    |    |    |    |    |    |    |    |    |Ruth Sturley and two friends, photographed by Emily Burton.|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Ruth Sturley and two of the younger McCarter girls, eating lunch on a day-trip to The Glades. See Ruth Sturley's Aug. 26, 1919 letter for more.|photograph|still image
2019-11-18T04:00:18Z|arrsimple_452|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:ppi132|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 1, Folder 2.|Detailed Location|St. Louis|City|Missouri|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A452|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A452/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Unknown|Arrowmont Simple Images|Project Part|1958-03|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Landscape.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Rivers.|    |    |    |    |local|    |Great Smoky Mountains National Park.|    |    |    |    |local|    |Little Pigeon River.|    |    |    |    |local|    |Changing Mission of Pi Beta Phi Fraternity for Women in Gatlinburg, Tennessee, 1944-1964.|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Mcutchan, Jerry.|local|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |The Sinks on Little River 12 miles from Gatlinburg Courtesy of Jerry Mcutchan.  Arrow--Coner, March 1953.|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |photograph|still image
2019-11-18T04:00:18Z|arrsimple_329|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:ppi009|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 1, Folder 11a.|Detailed Location|St. Louis|City|Missouri|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A329|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A329/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Unknown|Arrowmont Simple Images|Project Part|1925|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Staff quarters.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Teachers.|    |    |    |    |local|    |School buildings.|    |    |    |    |local|    |Facilities.|    |    |    |    |local|    |Teachers' Cottage.|    |    |    |    |local|    |Founding of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1909-1927.|    |    |    |    |local|Gatlinburg, Tennessee.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Interior of the Teachers' Cottage.|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |photograph|still image
2019-11-18T04:00:18Z|arrsimple_191|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arm00000014001|local|eng|iso639-2b|code|Archives Collection|Collection|Arrowmont School of Arts and Crafts|Repository|    |Detailed Location|Gatlinburg|City|Tennessee|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A191|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A191/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Johnson, Debbie|Arrowmont Simple Images|Project Part|1985-09-01|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Arts.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Weaving.|    |    |    |    |local|    |People.|    |    |    |    |local|    |Arrowmont School of Arts and Crafts.|    |    |    |    |local|    |Arrowmont School of Arts and Crafts in the Modern Era, Gatlinburg, Tennessee, 1980-2004.|    |    |    |    |local|Gatlinburg, Tennessee.|    |Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Johnson, Debbie.|local|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |"""Wearables with Style"""|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"Scholarships are available for ""Wearables with Style"" and 6 other 2-week workshops at Arrowmont School of Arts and Crafts in Gatlinburg"|photograph|still image
2019-11-18T04:00:18Z|arrsimple_253|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arm00000076001|local|eng|iso639-2b|code|Archives Collection|Collection|Arrowmont School of Arts and Crafts|Repository|    |Detailed Location|Gatlinburg|City|Tennessee|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A253|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A253/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Archer, Sue|Arrowmont Simple Images|Project Part|1990|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Arts.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Painting.|    |    |    |    |local|    |Arrowmont School of Arts and Crafts.|    |    |    |    |local|    |Arrowmont School of Arts and Crafts in the Modern Era, Gatlinburg, Tennessee, 1980-2004.|    |    |    |    |local|Gatlinburg, Tennessee.|    |Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Archer, Sue.|local|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Lizard Run #7|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|29 X 41 Inches, watercolor|photograph|still image
2019-11-18T04:00:18Z|arrsimple_320|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arm00000143001|local|eng|iso639-2b|code|Archives Collection|Collection|Arrowmont School of Arts and Crafts|Repository|    |Detailed Location|Gatlinburg|City|Tennessee|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A320|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A320/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Unknown|Arrowmont Simple Images|Project Part|1965|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Dormitories.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Facilities.|    |    |    |    |local|    |Birth of Arrowmont School of Arts and Crafts, Gatlinburg, Tennessee, 1965-1979.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Boys Dorm Room, 3rd Floor, mid 60s.|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Dormitory room.|photograph|still image
2019-11-18T04:00:18Z|arrsimple_356|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:ppi036|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 1, Folder 11a.|Detailed Location|St. Louis|City|Missouri|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A356|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A356/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Unknown|Arrowmont Simple Images|Project Part|1929|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Extension.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Teachers.|    |    |    |    |local|    |Staff quarters.|    |    |    |    |local|    |Landscape.|    |    |    |    |local|    |Hazel Todd Meaden Cottage.|    |    |    |    |local|    |Sugarlands.|    |    |    |    |local|    |Sugarlands School.|    |    |    |    |local|    |Expansion and Growth of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1928-1943.|    |    |    |    |    |    |    |    |    |    |Sugarlands - 1929 - School and Teachers' Cottage.|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|The Sugarlands Extension program; the Hazel Todd Meaden Cottage is on the right.|photograph|still image
2019-11-18T04:00:18Z|arrsimple_410|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:ppi090|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 1, Folder 11a.|Detailed Location|St. Louis|City|Missouri|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A410|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A410/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Unknown|Arrowmont Simple Images|Project Part|1925|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|River.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Landscape.|    |    |    |    |local|    |Little Pigeon River.|    |    |    |    |local|    |Sugarlands.|    |    |    |    |local|    |Founding of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1909-1927.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Pigeon River in Sugarlands.|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|A rocky riverbed in the Smokies.|photograph|still image
2019-11-18T04:00:18Z|arrsimple_91|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:aai0046|local|eng|iso639-2b|code|Archives Collection|Collection|Arrowmont School of Arts and Crafts|Repository|Box 61, Folder 25.|Detailed Location|Gatlinburg|City|Tennessee|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A91|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A91/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Unknown|Arrowmont Simple Images|Project Part|1925|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Students.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Boys.|    |    |    |    |local|    |Girls.|    |    |    |    |local|    |Teachers' Cottage.|    |    |    |    |local|    |Founding of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1909-1927.|    |    |    |    |local|Gatlinburg, Tennessee.|    |Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Maples, Emma.|local|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Students - 1925|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Group of school children; Emma Maples, 2nd from left, with hands up; Teachers' Cottage visible in background|photograph|still image
2019-11-18T04:00:18Z|arrsimple_382|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:ppi062|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 1, Folder 11a.|Detailed Location|St. Louis|City|Missouri|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A382|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A382/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Unknown|Arrowmont Simple Images|Project Part|1928|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Homes.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Living conditions.|    |    |    |    |local|    |Courses.|    |    |    |    |local|    |Programs.|    |    |    |    |local|    |Expansion and Growth of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1928-1943.|    |    |    |    |local|Gatlinburg, Tennessee.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Room -- before Better Homes Contest, 1928.|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|The interior of a building, prior to the Better Homes Contest.|photograph|still image
2019-11-18T04:00:18Z|arrsimple_396|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:ppi076|local|eng|iso639-2b|code|Archives Collection|Collection|Pi Beta Phi Fraternity|Repository|Box 1, Folder 11a.|Detailed Location|St. Louis|City|Missouri|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A396|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A396/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Unknown|Arrowmont Simple Images|Project Part|1925|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Students.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Agriculture.|    |    |    |    |local|    |Boys.|    |    |    |    |local|    |Pi Beta Phi Settlement School.|    |    |    |    |local|    |Squire Maples Home.|    |    |    |    |local|    |Founding of Pi Beta Phi Settlement School, Gatlinburg, Tennessee, 1909-1927.|    |    |    |    |local|Gatlinburg, Tennessee.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Students clearing athletic field.|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |photograph|still image
2019-11-18T04:00:18Z|arrsimple_64|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:aai0105|local|eng|iso639-2b|code|Archives Collection|Collection|Arrowmont School of Arts and Crafts|Repository|Box 61, Folder 35.|Detailed Location|Gatlinburg|City|Tennessee|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A64|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A64/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Unknown|Arrowmont Simple Images|Project Part|1971|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Arrowcraft.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Girls.|    |    |    |    |local|    |Spinning.|    |    |    |    |local|    |Emma Harper Turner Craft Center.|    |    |    |    |local|    |Changing Mission of Pi Beta Phi Fraternity for Women in Gatlinburg, Tennessee, 1944-1964.|    |    |    |    |local|Gatlinburg, Tennessee.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |Young woman at a spinning wheel.|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|    |photograph|still image
2019-11-18T04:00:18Z|arrsimple_275|arrsimple|Copyright Not             Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/ |TU:DLC:Filename:arm00000098001|local|eng|iso639-2b|code|Archives Collection|Collection|Arrowmont School of Arts and Crafts|Repository|    |Detailed Location|Gatlinburg|City|Tennessee|State|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A275|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/arrsimple%3A275/datastream/TN/view|preview|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Allen, Patsy|Arrowmont Simple Images|Project Part|1990|w3cdtf|yes|start|eng|iso639-2b|code|University of             Tennessee, Knoxville. Libraries|http://id.loc.gov/authorities/names/n87808088|    |    |    |    |    |    |From Pi Beta Phi to Arrowmont Photographic Collection|Project|host|local|Arts.|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |local|Weaving.|    |    |    |    |local|    |Arrowmont School of Arts and Crafts in the Modern Era, Gatlinburg, Tennessee, 1980-2004.|Photographer|marcrelator|http://id.loc.gov/vocabulary/relators/pht|Allen, Patsy.|local|    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |    |"Southern Quilts: A New View - ""Threshold III"" by Patsy Allen"|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Weaving, tapestry|photograph|still image
